Day-Result,D-AQI,PM10 AQI,NO2 AQI,Ozone AQI,SO2 AQI,CO AQI,PM-WEIGHT,DMax NO2,NO2-WEIGHT,DMax Ozone,OZONE-WEIGHT,DMax SO2,SO2-WEIGHT,DMax CO,CO-WEIGHT,Year,Month,Day,Site Name,Lat,Lng,Date
Good,43,8,4,43,0,1,1,4.2,23,0.046,17,0.1,23,0.1,24,2016,10,11,Cheyenne NCore,41.18222711,-104.7783342,10/11/2016
Good,25,7,25,19,0,2,1,26.7,24,0.02,17,0.3,24,0.2,24,2016,10,12,Cheyenne NCore,41.18222711,-104.7783342,10/12/2016
Good,42,11,22,42,0,2,1,23,23,0.045,17,0.5,23,0.2,24,2016,10,13,Cheyenne NCore,41.18222711,-104.7783342,10/13/2016
Good,35,12,25,35,0,1,1,26.5,24,0.038,17,0.7,24,0.1,24,2016,10,14,Cheyenne NCore,41.18222711,-104.7783342,10/14/2016
Good,37,13,9,37,1,1,1,10.5,23,0.04,17,1.7,23,0.1,24,2016,10,15,Cheyenne NCore,41.18222711,-104.7783342,10/15/2016
Good,40,12,14,40,1,1,1,15.5,23,0.043,17,1,23,0.1,24,2016,10,16,Cheyenne NCore,41.18222711,-104.7783342,10/16/2016
Good,44,20,12,44,1,1,1,13.6,23,0.047,17,1.7,23,0.1,24,2016,10,17,Cheyenne NCore,41.18222711,-104.7783342,10/17/2016
Good,42,13,21,42,0,1,1,22.2,24,0.045,17,0.7,24,0.1,24,2016,10,18,Cheyenne NCore,41.18222711,-104.7783342,10/18/2016
Good,37,5,6,37,0,1,1,6.8,23,0.04,17,0.6,23,0.1,24,2016,10,19,Cheyenne NCore,41.18222711,-104.7783342,10/19/2016
Good,36,10,25,36,1,2,1,27.7,24,0.039,17,1.2,24,0.2,24,2016,10,20,Cheyenne NCore,41.18222711,-104.7783342,10/20/2016
Good,36,10,5,36,0,2,1,5.9,23,0.039,17,0.8,23,0.2,24,2016,10,25,Cheyenne NCore,41.18222711,-104.7783342,10/25/2016
Good,38,10,25,38,0,1,1,27.3,24,0.041,17,0.5,24,0.1,24,2016,10,26,Cheyenne NCore,41.18222711,-104.7783342,10/26/2016
Good,40,17,23,40,0,2,1,24.1,23,0.043,17,0.9,23,0.2,24,2016,10,27,Cheyenne NCore,41.18222711,-104.7783342,10/27/2016
Good,33,14,28,33,0,2,1,30.8,24,0.036,17,0.9,24,0.2,24,2016,10,28,Cheyenne NCore,41.18222711,-104.7783342,10/28/2016
Good,38,12,12,38,0,2,1,13.9,23,0.041,17,0.9,23,0.2,24,2016,10,29,Cheyenne NCore,41.18222711,-104.7783342,10/29/2016
Good,30,15,18,30,1,2,1,19.3,23,0.032,17,1.2,23,0.2,24,2016,10,30,Cheyenne NCore,41.18222711,-104.7783342,10/30/2016
Good,36,9,8,36,1,2,1,8.7,23,0.039,17,1.7,23,0.2,24,2016,10,31,Cheyenne NCore,41.18222711,-104.7783342,10/31/2016
Good,40,17,11,40,0,1,1,12.7,24,0.043,17,0.5,24,0.1,24,2016,11,1,Cheyenne NCore,41.18222711,-104.7783342,11/1/2016
Good,40,8,25,40,0,2,1,26,23,0.043,17,0,23,0.2,24,2016,11,2,Cheyenne NCore,41.18222711,-104.7783342,11/2/2016
Good,44,9,25,44,0,2,1,27,24,0.047,17,0.2,24,0.2,24,2016,11,3,Cheyenne NCore,41.18222711,-104.7783342,11/3/2016
Good,44,24,23,44,0,2,1,24.1,23,0.047,17,0.8,23,0.2,24,2016,11,4,Cheyenne NCore,41.18222711,-104.7783342,11/4/2016
Good,42,17,13,42,0,2,1,14.3,24,0.045,17,0.3,24,0.2,24,2016,11,5,Cheyenne NCore,41.18222711,-104.7783342,11/5/2016
Good,40,7,6,40,0,2,1,6.5,22,0.043,17,0.3,22,0.2,24,2016,11,6,Cheyenne NCore,41.18222711,-104.7783342,11/6/2016
Good,40,14,13,40,0,2,1,14.8,24,0.043,17,0.4,24,0.2,24,2016,11,7,Cheyenne NCore,41.18222711,-104.7783342,11/7/2016
Good,40,19,22,40,0,2,1,23.3,23,0.043,17,0.4,23,0.2,24,2016,11,8,Cheyenne NCore,41.18222711,-104.7783342,11/8/2016
Good,39,14,22,39,1,2,1,23.6,24,0.042,17,1.5,24,0.2,24,2016,11,9,Cheyenne NCore,41.18222711,-104.7783342,11/9/2016
Good,36,15,8,36,0,1,1,8.5,23,0.039,17,0.2,23,0.1,24,2016,11,10,Cheyenne NCore,41.18222711,-104.7783342,11/10/2016
Good,34,23,29,34,0,2,1,31.5,24,0.037,17,0.9,24,0.2,24,2016,11,11,Cheyenne NCore,41.18222711,-104.7783342,11/11/2016
Good,40,14,25,40,0,2,1,26.3,23,0.043,17,0.8,23,0.2,24,2016,11,12,Cheyenne NCore,41.18222711,-104.7783342,11/12/2016
Good,44,12,4,44,0,1,1,4.3,23,0.047,17,0.3,23,0.1,24,2016,11,13,Cheyenne NCore,41.18222711,-104.7783342,11/13/2016
Good,42,10,3,42,0,1,1,3.1,23,0.045,17,0.1,23,0.1,24,2016,11,14,Cheyenne NCore,41.18222711,-104.7783342,11/14/2016
Good,44,18,24,44,0,2,1,25.4,24,0.048,17,0.9,24,0.2,24,2016,11,15,Cheyenne NCore,41.18222711,-104.7783342,11/15/2016
Good,39,17,26,39,1,2,1,28.2,23,0.042,17,1.5,23,0.2,24,2016,11,16,Cheyenne NCore,41.18222711,-104.7783342,11/16/2016
Good,33,7,1,33,0,1,1,1.9,24,0.036,17,0.4,24,0.1,24,2016,11,17,Cheyenne NCore,41.18222711,-104.7783342,11/17/2016
Good,35,8,28,35,0,2,1,30.4,23,0.038,17,0.1,23,0.2,24,2016,11,18,Cheyenne NCore,41.18222711,-104.7783342,11/18/2016
Good,31,13,31,31,1,2,1,33.2,24,0.034,17,1.8,24,0.2,24,2016,11,19,Cheyenne NCore,41.18222711,-104.7783342,11/19/2016
Good,38,5,18,38,0,2,1,19,22,0.041,17,0.4,22,0.2,24,2016,11,20,Cheyenne NCore,41.18222711,-104.7783342,11/20/2016
Good,34,11,10,34,0,1,1,11.8,23,0.037,17,0.7,23,0.1,24,2016,11,21,Cheyenne NCore,41.18222711,-104.7783342,11/21/2016
Good,34,4,3,34,0,1,1,3.8,23,0.037,17,0.7,23,0.1,24,2016,11,22,Cheyenne NCore,41.18222711,-104.7783342,11/22/2016
Good,32,7,19,32,0,2,1,20.3,24,0.035,17,0.4,24,0.2,24,2016,11,23,Cheyenne NCore,41.18222711,-104.7783342,11/23/2016
Good,36,6,13,36,0,2,1,14.8,23,0.039,17,0.3,23,0.2,24,2016,11,24,Cheyenne NCore,41.18222711,-104.7783342,11/24/2016
Good,44,10,14,44,0,2,1,15.8,24,0.047,17,0.8,24,0.2,24,2016,11,25,Cheyenne NCore,41.18222711,-104.7783342,11/25/2016
Good,44,10,22,44,0,2,1,23.6,23,0.047,17,0.3,23,0.2,24,2016,11,26,Cheyenne NCore,41.18222711,-104.7783342,11/26/2016
Good,39,6,14,39,0,2,1,15.5,23,0.042,17,0.3,23,0.2,24,2016,11,27,Cheyenne NCore,41.18222711,-104.7783342,11/27/2016
Good,36,6,0,36,0,1,1,0.9,24,0.039,17,0.2,24,0.1,24,2016,11,29,Cheyenne NCore,41.18222711,-104.7783342,11/29/2016
Good,35,5,4,35,0,1,1,4.5,23,0.038,17,0.1,23,0.1,24,2016,11,30,Cheyenne NCore,41.18222711,-104.7783342,11/30/2016
Good,34,6,10,34,0,1,1,11.3,24,0.037,17,0,24,0.1,24,2016,12,1,Cheyenne NCore,41.18222711,-104.7783342,12/1/2016
Good,33,9,13,33,0,2,1,14,23,0.036,17,0.2,23,0.2,24,2016,12,2,Cheyenne NCore,41.18222711,-104.7783342,12/2/2016
Good,39,7,15,39,0,2,1,16.2,24,0.042,17,0.1,24,0.2,24,2016,12,3,Cheyenne NCore,41.18222711,-104.7783342,12/3/2016
Good,39,6,4,39,0,1,1,4,22,0.042,17,0.1,22,0.1,24,2016,12,4,Cheyenne NCore,41.18222711,-104.7783342,12/4/2016
Good,41,6,3,41,0,1,1,3.6,24,0.044,17,0.2,24,0.1,24,2016,12,5,Cheyenne NCore,41.18222711,-104.7783342,12/5/2016
Good,37,14,37,36,1,3,1,39.2,23,0.039,17,1.1,23,0.3,24,2016,12,9,Cheyenne NCore,41.18222711,-104.7783342,12/9/2016
Good,36,7,30,36,0,2,1,32,23,0.039,17,0.4,23,0.2,24,2016,12,10,Cheyenne NCore,41.18222711,-104.7783342,12/10/2016
Good,39,2,6,39,0,1,1,6,22,0.042,17,0.7,22,0.1,24,2016,12,11,Cheyenne NCore,41.18222711,-104.7783342,12/11/2016
Good,42,5,7,42,0,1,1,7.4,23,0.045,17,0,23,0.1,24,2016,12,12,Cheyenne NCore,41.18222711,-104.7783342,12/12/2016
Good,39,4,8,39,0,1,1,9.1,23,0.042,16,0,23,0.1,24,2016,12,13,Cheyenne NCore,41.18222711,-104.7783342,12/13/2016
Good,32,8,26,32,1,2,1,28.1,23,0.035,17,1.6,23,0.2,24,2016,12,15,Cheyenne NCore,41.18222711,-104.7783342,12/15/2016
Good,31,7,6,31,0,1,1,6,23,0.033,17,0.7,23,0.1,24,2016,12,16,Cheyenne NCore,41.18222711,-104.7783342,12/16/2016
Good,33,8,25,33,1,2,1,27,23,0.036,17,1.2,23,0.2,24,2016,12,17,Cheyenne NCore,41.18222711,-104.7783342,12/17/2016
Good,42,9,23,42,1,2,1,24.8,22,0.045,17,1.4,22,0.2,24,2016,12,18,Cheyenne NCore,41.18222711,-104.7783342,12/18/2016
Good,44,10,11,44,0,2,1,12.6,23,0.048,17,0.5,23,0.2,24,2016,12,19,Cheyenne NCore,41.18222711,-104.7783342,12/19/2016
Good,40,5,4,40,0,1,1,4.8,23,0.043,17,0.2,23,0.1,24,2016,12,20,Cheyenne NCore,41.18222711,-104.7783342,12/20/2016
Good,37,6,7,37,1,1,1,7.4,23,0.04,17,1,23,0.1,24,2016,12,21,Cheyenne NCore,41.18222711,-104.7783342,12/21/2016
Good,30,17,29,30,0,2,1,31.7,23,0.032,17,0.7,23,0.2,24,2016,12,22,Cheyenne NCore,41.18222711,-104.7783342,12/22/2016
Good,40,7,21,40,0,2,1,22.9,23,0.043,17,0.2,23,0.2,24,2016,12,23,Cheyenne NCore,41.18222711,-104.7783342,12/23/2016
Good,32,8,21,32,0,2,1,22.4,23,0.035,17,0.6,23,0.2,24,2016,12,24,Cheyenne NCore,41.18222711,-104.7783342,12/24/2016
Good,38,8,11,38,0,2,1,12.3,22,0.041,17,0.3,22,0.2,24,2016,12,25,Cheyenne NCore,41.18222711,-104.7783342,12/25/2016
Good,44,5,6,44,0,1,1,6.8,23,0.048,17,0.4,23,0.1,24,2016,12,26,Cheyenne NCore,41.18222711,-104.7783342,12/26/2016
Good,50,8,11,50,1,1,1,12.9,23,0.054,17,1.2,23,0.1,24,2016,12,27,Cheyenne NCore,41.18222711,-104.7783342,12/27/2016
Good,42,5,1,42,0,1,1,1.1,23,0.045,17,0.3,23,0.1,24,2016,12,28,Cheyenne NCore,41.18222711,-104.7783342,12/28/2016
Good,41,7,18,41,0,2,1,19.6,22,0.044,17,0.2,22,0.2,24,2016,12,29,Cheyenne NCore,41.18222711,-104.7783342,12/29/2016
Good,43,6,6,43,0,1,1,6.1,23,0.046,17,0,22,0.1,24,2016,12,30,Cheyenne NCore,41.18222711,-104.7783342,12/30/2016
Good,33,14,27,33,0,2,1,29,23,0.036,17,0.5,22,0.2,18,2018,1,1,Cheyenne NCore,41.18222711,-104.7783342,1/1/2018
Good,43,5,5,43,0,2,1,5.6,23,0.046,17,0.4,23,0.2,24,2018,1,2,Cheyenne NCore,41.18222711,-104.7783342,1/2/2018
Good,36,12,24,36,0,2,1,25.8,23,0.039,17,0.2,23,0.2,24,2018,1,3,Cheyenne NCore,41.18222711,-104.7783342,1/3/2018
Good,34,13,26,34,0,2,1,28.7,23,0.037,17,0.2,23,0.2,24,2018,1,4,Cheyenne NCore,41.18222711,-104.7783342,1/4/2018
Good,34,9,22,34,0,2,1,23.3,23,0.037,17,0.6,23,0.2,24,2018,1,5,Cheyenne NCore,41.18222711,-104.7783342,1/5/2018
Good,31,6,18,31,0,2,1,19.9,23,0.034,17,0.3,23,0.2,24,2018,1,6,Cheyenne NCore,41.18222711,-104.7783342,1/6/2018
Good,36,4,20,36,0,2,1,21.6,22,0.039,17,0.2,22,0.2,24,2018,1,7,Cheyenne NCore,41.18222711,-104.7783342,1/7/2018
Good,40,8,31,40,0,2,1,33,23,0.043,17,0.4,23,0.2,24,2018,1,8,Cheyenne NCore,41.18222711,-104.7783342,1/8/2018
Good,32,6,14,32,0,1,1,15.4,23,0.035,17,0.6,23,0.1,24,2018,1,9,Cheyenne NCore,41.18222711,-104.7783342,1/9/2018
Good,29,4,10,29,0,1,1,11.6,23,0.031,17,0.5,23,0.1,24,2018,1,10,Cheyenne NCore,41.18222711,-104.7783342,1/10/2018
Good,38,6,14,38,0,1,1,15.6,23,0.041,17,0.3,23,0.1,24,2018,1,11,Cheyenne NCore,41.18222711,-104.7783342,1/11/2018
Good,31,4,20,31,0,2,1,21.3,23,0.034,17,0.4,23,0.2,24,2018,1,12,Cheyenne NCore,41.18222711,-104.7783342,1/12/2018
Good,39,4,8,39,0,2,1,9.8,23,0.042,17,0.1,23,0.2,24,2018,1,13,Cheyenne NCore,41.18222711,-104.7783342,1/13/2018
Good,37,3,3,37,0,1,1,3.7,22,0.04,17,0,21,0.1,24,2018,1,14,Cheyenne NCore,41.18222711,-104.7783342,1/14/2018
Good,39,6,9,39,0,1,1,10.3,23,0.042,17,0.3,22,0.1,24,2018,1,15,Cheyenne NCore,41.18222711,-104.7783342,1/15/2018
Good,31,12,28,31,0,3,1,30.8,23,0.034,17,0.7,23,0.3,24,2018,1,16,Cheyenne NCore,41.18222711,-104.7783342,1/16/2018
Good,38,8,29,38,0,3,1,31.7,23,0.041,17,0.4,23,0.3,24,2018,1,17,Cheyenne NCore,41.18222711,-104.7783342,1/17/2018
Good,36,6,22,36,0,2,1,23.2,22,0.039,17,0.3,22,0.2,24,2018,1,18,Cheyenne NCore,41.18222711,-104.7783342,1/18/2018
Good,33,6,19,33,0,1,1,20.5,23,0.036,17,0.5,23,0.1,24,2018,1,19,Cheyenne NCore,41.18222711,-104.7783342,1/19/2018
Good,33,5,18,33,0,2,1,19.8,23,0.036,17,0.6,23,0.2,24,2018,1,20,Cheyenne NCore,41.18222711,-104.7783342,1/20/2018
Good,38,5,14,38,0,2,1,15,23,0.041,17,0.2,23,0.2,24,2018,1,23,Cheyenne NCore,41.18222711,-104.7783342,1/23/2018
Good,41,7,25,41,0,2,1,26.1,23,0.044,17,0.2,23,0.2,24,2018,1,24,Cheyenne NCore,41.18222711,-104.7783342,1/24/2018
Good,36,14,30,36,0,2,1,32.2,23,0.039,17,0.9,23,0.2,24,2018,1,25,Cheyenne NCore,41.18222711,-104.7783342,1/25/2018
Good,38,4,3,38,0,1,1,3.1,23,0.041,17,0.5,23,0.1,24,2018,1,26,Cheyenne NCore,41.18222711,-104.7783342,1/26/2018
Good,40,5,3,40,0,1,1,3.5,23,0.043,17,0.1,23,0.1,24,2018,1,27,Cheyenne NCore,41.18222711,-104.7783342,1/27/2018
Good,35,5,15,35,0,1,1,16.6,22,0.038,17,0.4,21,0.1,24,2018,1,28,Cheyenne NCore,41.18222711,-104.7783342,1/28/2018
Good,37,6,6,37,0,1,1,6.8,23,0.04,17,0.1,23,0.1,24,2018,1,29,Cheyenne NCore,41.18222711,-104.7783342,1/29/2018
Good,38,7,2,38,0,1,1,2.9,23,0.041,17,0.3,23,0.1,24,2018,1,30,Cheyenne NCore,41.18222711,-104.7783342,1/30/2018
Good,38,3,8,38,0,1,1,8.4,23,0.041,17,0.2,23,0.1,24,2018,1,31,Cheyenne NCore,41.18222711,-104.7783342,1/31/2018
Good,36,6,12,36,0,2,1,13.1,23,0.039,17,0.3,20,0.2,24,2018,2,1,Cheyenne NCore,41.18222711,-104.7783342,2/1/2018
Good,42,5,5,42,0,1,1,5.5,23,0.045,14,0.3,19,0.1,24,2018,2,3,Cheyenne NCore,41.18222711,-104.7783342,2/3/2018
Good,33,9,8,33,0,2,1,9.6,22,0.036,17,0.8,20,0.2,24,2018,2,4,Cheyenne NCore,41.18222711,-104.7783342,2/4/2018
Good,31,5,5,31,0,2,1,5.1,23,0.033,17,0.4,22,0.2,24,2018,2,5,Cheyenne NCore,41.18222711,-104.7783342,2/5/2018
Good,36,4,1,36,0,1,1,1.1,23,0.039,17,0.1,21,0.1,24,2018,2,8,Cheyenne NCore,41.18222711,-104.7783342,2/8/2018
Good,28,4,5,28,0,2,1,5.2,23,0.03,17,0.3,23,0.2,24,2018,2,9,Cheyenne NCore,41.18222711,-104.7783342,2/9/2018
Good,29,6,6,29,0,2,1,6.3,23,0.031,17,0.4,23,0.2,24,2018,2,10,Cheyenne NCore,41.18222711,-104.7783342,2/10/2018
Good,39,6,25,39,0,2,1,27.1,22,0.042,14,0.2,18,0.2,24,2018,2,11,Cheyenne NCore,41.18222711,-104.7783342,2/11/2018
Good,33,7,12,33,0,2,1,13.1,23,0.036,17,0.2,22,0.2,24,2018,2,12,Cheyenne NCore,41.18222711,-104.7783342,2/12/2018
Good,39,7,2,39,0,1,1,2.6,23,0.042,17,0.2,23,0.1,24,2018,2,14,Cheyenne NCore,41.18222711,-104.7783342,2/14/2018
Good,41,4,2,41,0,1,1,2.8,23,0.044,17,0.3,23,0.1,24,2018,2,15,Cheyenne NCore,41.18222711,-104.7783342,2/15/2018
Good,44,9,16,44,1,2,1,17.8,23,0.048,17,1.6,23,0.2,24,2018,2,16,Cheyenne NCore,41.18222711,-104.7783342,2/16/2018
Good,41,7,14,41,0,2,1,15.4,23,0.044,17,0.6,23,0.2,24,2018,2,17,Cheyenne NCore,41.18222711,-104.7783342,2/17/2018
Good,43,5,9,43,1,2,1,10.2,22,0.046,17,1.3,21,0.2,24,2018,2,18,Cheyenne NCore,41.18222711,-104.7783342,2/18/2018
Good,36,3,2,36,0,1,1,2.4,23,0.039,17,0.4,22,0.1,24,2018,2,19,Cheyenne NCore,41.18222711,-104.7783342,2/19/2018
Good,37,10,37,33,6,3,1,39.7,23,0.036,17,4.9,23,0.3,24,2018,2,20,Cheyenne NCore,41.18222711,-104.7783342,2/20/2018
Good,39,18,25,39,6,3,1,27.7,23,0.042,17,4.4,23,0.3,24,2018,2,21,Cheyenne NCore,41.18222711,-104.7783342,2/21/2018
Good,35,14,27,35,1,3,1,29.8,22,0.038,17,1.1,22,0.3,24,2018,2,22,Cheyenne NCore,41.18222711,-104.7783342,2/22/2018
Good,43,19,17,43,0,2,1,18.4,23,0.046,17,0.4,23,0.2,24,2018,2,23,Cheyenne NCore,41.18222711,-104.7783342,2/23/2018
Good,41,9,6,41,0,2,1,6.4,23,0.044,17,0.3,23,0.2,24,2018,2,24,Cheyenne NCore,41.18222711,-104.7783342,2/24/2018
Good,42,5,3,42,0,1,1,3.9,22,0.045,17,0.2,22,0.1,24,2018,2,25,Cheyenne NCore,41.18222711,-104.7783342,2/25/2018
Good,43,10,17,43,0,2,1,18.6,23,0.046,17,0.4,23,0.2,24,2018,2,26,Cheyenne NCore,41.18222711,-104.7783342,2/26/2018
Good,44,10,9,44,0,2,1,10.7,23,0.047,17,0.3,23,0.2,24,2018,2,27,Cheyenne NCore,41.18222711,-104.7783342,2/27/2018
Good,44,9,12,44,0,2,1,13.5,23,0.047,17,0.4,23,0.2,24,2018,2,28,Cheyenne NCore,41.18222711,-104.7783342,2/28/2018
Good,44,15,26,44,0,2,1,28.5,23,0.047,17,0.7,23,0.2,24,2018,3,1,Cheyenne NCore,41.18222711,-104.7783342,3/1/2018
Good,39,9,14,39,0,2,1,15.2,23,0.042,17,0.3,23,0.2,24,2018,3,2,Cheyenne NCore,41.18222711,-104.7783342,3/2/2018
Good,42,9,13,42,0,2,1,14.1,23,0.045,17,0.5,23,0.2,24,2018,3,3,Cheyenne NCore,41.18222711,-104.7783342,3/3/2018
Good,45,11,9,45,0,2,1,10.1,22,0.049,17,0.6,22,0.2,24,2018,3,4,Cheyenne NCore,41.18222711,-104.7783342,3/4/2018
Good,41,11,1,41,0,1,1,1,23,0.044,17,0.1,23,0.1,24,2018,3,5,Cheyenne NCore,41.18222711,-104.7783342,3/5/2018
Good,41,7,6,41,0,1,1,6.7,23,0.044,17,0,23,0.1,24,2018,3,6,Cheyenne NCore,41.18222711,-104.7783342,3/6/2018
Good,45,10,19,45,0,2,1,20.5,23,0.049,17,-0.1,23,0.2,24,2018,3,7,Cheyenne NCore,41.18222711,-104.7783342,3/7/2018
Good,44,6,7,44,0,1,1,7.9,23,0.047,17,0.4,23,0.1,24,2018,3,24,Cheyenne NCore,41.18222711,-104.7783342,3/24/2018
Good,40,7,20,40,0,1,1,21.8,22,0.043,17,0.9,21,0.1,24,2018,3,25,Cheyenne NCore,41.18222711,-104.7783342,3/25/2018
Good,44,4,11,44,0,2,1,12,23,0.048,17,0.3,22,0.2,24,2018,3,26,Cheyenne NCore,41.18222711,-104.7783342,3/26/2018
Good,46,8,10,46,0,2,1,11.3,23,0.05,17,0.3,23,0.2,24,2018,3,27,Cheyenne NCore,41.18222711,-104.7783342,3/27/2018
Good,38,4,2,38,0,2,1,2.8,23,0.041,17,0.3,23,0.2,24,2018,3,28,Cheyenne NCore,41.18222711,-104.7783342,3/28/2018
Good,44,4,28,44,0,2,1,30.5,23,0.047,17,0.2,23,0.2,24,2018,3,29,Cheyenne NCore,41.18222711,-104.7783342,3/29/2018
Good,44,6,16,44,0,2,1,17.8,23,0.048,17,0.4,23,0.2,24,2018,3,30,Cheyenne NCore,41.18222711,-104.7783342,3/30/2018
Good,31,6,4,31,0,1,1,4,23,0.034,17,0.1,23,0.1,24,2018,3,31,Cheyenne NCore,41.18222711,-104.7783342,3/31/2018
Good,35,9,8,35,0,2,1,8,22,0.038,17,0.4,22,0.2,24,2018,4,1,Cheyenne NCore,41.18222711,-104.7783342,4/1/2018
Moderate Pollution,54,10,26,54,1,2,1,28.2,23,0.056,17,1.6,23,0.2,24,2018,4,2,Cheyenne NCore,41.18222711,-104.7783342,4/2/2018
Good,46,7,7,46,0,1,1,7.5,23,0.05,17,0.2,23,0.1,24,2018,4,3,Cheyenne NCore,41.18222711,-104.7783342,4/3/2018
Good,48,10,20,48,13,2,1,21.6,22,0.052,17,9.5,22,0.2,24,2018,4,4,Cheyenne NCore,41.18222711,-104.7783342,4/4/2018
Good,40,8,5,40,0,1,1,5,23,0.043,17,0.3,23,0.1,24,2018,4,5,Cheyenne NCore,41.18222711,-104.7783342,4/5/2018
Good,42,6,3,42,0,1,1,3.1,23,0.045,17,0.1,23,0.1,24,2018,4,6,Cheyenne NCore,41.18222711,-104.7783342,4/6/2018
Good,44,13,13,44,3,2,1,14.5,22,0.048,17,2.3,22,0.2,24,2018,4,7,Cheyenne NCore,41.18222711,-104.7783342,4/7/2018
Good,45,5,2,45,0,2,1,2.7,23,0.049,17,0.6,22,0.2,24,2018,4,8,Cheyenne NCore,41.18222711,-104.7783342,4/8/2018
Good,38,3,3,38,0,1,1,3.1,23,0.041,17,0,23,0.1,24,2018,4,9,Cheyenne NCore,41.18222711,-104.7783342,4/9/2018
Good,48,7,8,48,0,1,1,9.2,22,0.052,17,0,22,0.1,24,2018,4,10,Cheyenne NCore,41.18222711,-104.7783342,4/10/2018
Good,47,14,14,47,0,1,1,15.5,23,0.051,17,0.3,23,0.1,24,2018,4,11,Cheyenne NCore,41.18222711,-104.7783342,4/11/2018
Good,48,17,4,48,0,1,1,4.7,23,0.052,17,0.6,23,0.1,24,2018,4,12,Cheyenne NCore,41.18222711,-104.7783342,4/12/2018
Good,40,6,1,40,0,2,1,1,22,0.043,17,0.3,20,0.2,24,2018,4,13,Cheyenne NCore,41.18222711,-104.7783342,4/13/2018
Good,44,6,9,44,0,2,1,10.7,23,0.048,17,0.1,22,0.2,24,2018,4,14,Cheyenne NCore,41.18222711,-104.7783342,4/14/2018
Good,43,6,8,43,0,2,1,9.1,23,0.046,17,0.3,23,0.2,24,2018,4,15,Cheyenne NCore,41.18222711,-104.7783342,4/15/2018
Good,44,15,24,44,3,2,1,25,21,0.048,17,2.7,22,0.2,24,2018,4,16,Cheyenne NCore,41.18222711,-104.7783342,4/16/2018
Moderate Pollution,58,19,38,58,1,2,1,40.8,22,0.057,17,1.4,23,0.2,24,2018,4,17,Cheyenne NCore,41.18222711,-104.7783342,4/17/2018
Good,44,6,8,44,0,2,1,9.5,23,0.048,17,0.3,23,0.2,24,2018,4,18,Cheyenne NCore,41.18222711,-104.7783342,4/18/2018
Good,46,29,17,46,0,2,1,18.8,22,0.05,17,0.3,22,0.2,24,2018,4,19,Cheyenne NCore,41.18222711,-104.7783342,4/19/2018
Good,37,19,4,37,0,2,1,4,22,0.04,17,0.5,22,0.2,24,2018,4,20,Cheyenne NCore,41.18222711,-104.7783342,4/20/2018
Good,40,4,8,40,0,2,1,8.9,23,0.043,17,0.2,23,0.2,24,2018,4,21,Cheyenne NCore,41.18222711,-104.7783342,4/21/2018
Good,47,8,8,47,0,2,1,9.8,22,0.051,17,0.3,22,0.2,24,2018,4,22,Cheyenne NCore,41.18222711,-104.7783342,4/22/2018
Good,48,8,10,48,0,2,1,11.3,23,0.052,17,0.8,22,0.2,24,2018,4,23,Cheyenne NCore,41.18222711,-104.7783342,4/23/2018
Good,41,5,3,41,0,1,1,3.4,23,0.044,17,0.1,23,0.1,24,2018,4,24,Cheyenne NCore,41.18222711,-104.7783342,4/24/2018
Good,49,10,13,49,0,2,1,14.4,22,0.053,17,0.3,22,0.2,24,2018,4,25,Cheyenne NCore,41.18222711,-104.7783342,4/25/2018
Moderate Pollution,51,13,10,51,0,2,1,11.5,23,0.055,17,0.2,22,0.2,24,2018,4,26,Cheyenne NCore,41.18222711,-104.7783342,4/26/2018
Moderate Pollution,58,14,5,58,0,1,1,5.5,23,0.057,17,0.3,23,0.1,24,2018,4,27,Cheyenne NCore,41.18222711,-104.7783342,4/27/2018
Moderate Pollution,54,19,7,54,0,1,1,7.6,22,0.056,17,0.5,22,0.1,24,2018,4,28,Cheyenne NCore,41.18222711,-104.7783342,4/28/2018
Moderate Pollution,58,14,11,58,0,2,1,12.9,23,0.057,17,0.6,23,0.2,24,2018,4,29,Cheyenne NCore,41.18222711,-104.7783342,4/29/2018
Good,48,11,2,48,0,1,1,2.5,23,0.052,17,0.5,23,0.1,24,2018,4,30,Cheyenne NCore,41.18222711,-104.7783342,4/30/2018
Good,44,6,14,44,0,1,1,15.9,22,0.047,17,0.5,21,0.1,24,2018,5,1,Cheyenne NCore,41.18222711,-104.7783342,5/1/2018
Good,41,5,13,41,0,2,1,14.6,23,0.044,17,0.4,22,0.2,24,2018,5,2,Cheyenne NCore,41.18222711,-104.7783342,5/2/2018
Good,40,3,2,40,0,1,1,2.5,23,0.043,17,0.3,23,0.1,24,2018,5,3,Cheyenne NCore,41.18222711,-104.7783342,5/3/2018
Good,48,11,10,48,0,2,1,11.7,22,0.052,17,0.2,22,0.2,24,2018,5,4,Cheyenne NCore,41.18222711,-104.7783342,5/4/2018
Good,49,11,9,49,0,2,1,10,23,0.053,17,0.3,22,0.2,24,2018,5,5,Cheyenne NCore,41.18222711,-104.7783342,5/5/2018
Moderate Pollution,58,12,7,58,0,2,1,7.5,23,0.057,17,0.4,23,0.2,24,2018,5,6,Cheyenne NCore,41.18222711,-104.7783342,5/6/2018
Moderate Pollution,51,14,13,51,0,2,1,14.5,22,0.055,17,0.4,22,0.2,24,2018,5,7,Cheyenne NCore,41.18222711,-104.7783342,5/7/2018
